ticker,annual_return,annual_volatility,sharpe,sortino,max_drawdown,var_95_daily,cvar_95_daily,beta_to_spy,alpha_to_spy,positive_day_rate
NVDA,0.6524206973181849,0.5121660809008967,1.1957463021388315,1.9273486872795929,-0.663350866719812,-0.046878555654755995,-0.06616225772558788,2.1203253261735577,0.356471704147429,0.5360294117647059
XOM,0.3178369792408207,0.2727537746333368,1.0186366059069845,1.5322383915802054,-0.2050864489421691,-0.027652149719347367,-0.037857159793694965,0.47723205477539177,0.2202292798841352,0.5375
JPM,0.2228726483345463,0.242826930353507,0.7530987113674774,1.068340424165822,-0.3877158696236428,-0.02339218787168567,-0.0351150700977316,0.8910590873482221,0.07531100510595344,0.5360294117647059
SPY,0.16071213318602096,0.16836856515590534,0.71695172477264,0.9861509030056729,-0.24496397913199042,-0.01641725044898317,-0.02428287670075926,1.0,0.0,0.5477941176470589
AAPL,0.20581479628463484,0.27576257192456716,0.6012955098561826,0.8841861069605588,-0.33360506122948475,-0.027233649141989114,-0.03858005642458474,1.222057015904286,0.018297687019885323,0.5301470588235294
MSFT,0.168545502063258,0.26372504425995785,0.4874224305240753,0.7026725055754655,-0.3714849646345094,-0.026667675510356044,-0.0370704422515843,1.1299995991030016,-0.007859160043813818,0.5183823529411765
AMZN,0.1466116360915816,0.3476424748925725,0.3066703403389543,0.4468199516905589,-0.561452632532826,-0.03231043282632768,-0.04898854700011933,1.4618045850083734,-0.06984591366588527,0.5176470588235295
UNH,0.0899525527553674,0.31099467830830874,0.16062188918180223,0.17755839577018484,-0.6139086374696856,-0.024781199472827652,-0.0463613282896648,0.4328508435280386,-0.0022977959182707078,0.5257352941176471
